8406	DEN	YYZ	1820	2321	181
6849	DEN	TUS	900	950	110
1036	DEN	TUS	1221	1308	107
1243	DEN	TUS	1235	1322	107
6847	DEN	TUS	1715	1805	110
6834	DEN	TUL	1010	1240	90
1262	DEN	TUL	1225	1453	88
6835	DEN	TUL	1535	1805	90
1066	DEN	TUL	1820	2048	88
7125	DEN	EGE	1120	1220	60
7063	DEN	EGE	1225	1325	60
7065	DEN	EGE	1515	1615	60
1637	DEN	YVR	915	1107	172
1037	DEN	YVR	1115	1302	167
1043	DEN	YVR	1425	1618	173
1041	DEN	YVR	1700	1855	175
5147	DEN	VEL	850	1009	79
5149	DEN	VEL	1441	1600	79
5041	DEN	VEL	2020	2139	79
1532	DEN	IAD	630	1140	190
1510	DEN	IAD	800	1313	193
962	DEN	IAD	1010	1516	186
1104	DEN	IAD	1056	1607	191
436	DEN	IAD	1056	1610	194
1260	DEN	IAD	1225	1737	192
554	DEN	IAD	1430	1943	193
1240	DEN	IAD	1520	2038	198
1270	DEN	IAD	1820	2331	191
326	DEN	IAD	1825	2337	192
6877	DEN	ICT	1020	1230	70
1076	DEN	ICT	1240	1457	77
6879	DEN	ICT	1550	1800	70
1096	DEN	ICT	1825	2042	77
710	DEN	ICT	1920	2138	78
5540	DEN	YWG	1015	1320	125
5542	DEN	YWG	1830	2135	125
5180	DEN	WRL	1235	1417	102
5047	DEN	WRL	1725	1907	102
7682	DSM	ORD	645	805	80
442	DSM	ORD	700	808	60
398	DSM	ORD	850	958	60
1514	DSM	ORD	850	1000	70
5356	DSM	ORD	1100	1210	70
7653	DSM	ORD	1100	1220	80
1162	DSM	ORD	1346	1500	74
1126	DSM	ORD	1353	1505	72
1470	DSM	ORD	1553	1705	72
1492	DSM	ORD	1601	1715	74
1530	DSM	ORD	1603	1715	72
5354	DSM	ORD	1847	2002	75
1441	DSM	DEN	723	810	107
1543	DSM	DEN	738	820	102
1565	DSM	DEN	931	1015	104
1425	DSM	DEN	940	1027	107
1191	DSM	DEN	1240	1323	103
1411	DSM	DEN	1245	1331	106
5351	DSM	DEN	1505	1552	107
419	DSM	DEN	1716	1805	109
1163	DSM	DEN	1749	1835	106
2700	DTW	CLT	725	909	104
2669	DTW	CLT	1115	1255	100
2674	DTW	CLT	1855	2039	104
1579	DTW	ORD	700	713	73
1227	DTW	ORD	700	717	77
7539	DTW	ORD	800	816	76
1133	DTW	ORD	855	908	73
1537	DTW	ORD	905	925	80
775	DTW	ORD	1050	1102	72
1573	DTW	ORD	1050	1108	78
1109	DTW	ORD	1348	1403	75
1571	DTW	ORD	1350	1405	75
507	DTW	ORD	1535	1550	75
125	DTW	ORD	1550	1600	70
441	DTW	ORD	1705	1720	75
473	DTW	ORD	1814	1830	76
835	DTW	ORD	1945	2001	76
389	DTW	DEN	700	806	186
523	DTW	DEN	1235	1337	182
437	DTW	DEN	1236	1337	181
1567	DTW	DEN	1755	1902	187
1197	DTW	DEN	1800	1902	182
9197	DTW	FRA	1805	3215	490
2689	DTW	PHL	1120	1252	92
2728	DTW	PHL	1700	1835	95
8740	DTW	YYZ	935	1050	75
8742	DTW	YYZ	1510	1625	75
8744	DTW	YYZ	1920	2045	85
7201	DTW	IAD	620	747	87
7203	DTW	IAD	1030	1155	85
7205	DTW	IAD	1435	1604	89
7207	DTW	IAD	1907	2030	83
5118	DIK	DEN	600	758	118
5120	DIK	DEN	1530	1728	118
8999	DRS	FRA	610	720	70
8921	DRS	FRA	805	915	70
9001	DRS	FRA	1020	1130	70
9003	DRS	FRA	1410	1520	70
9111	DXB	FRA	235	715	400
8905	DXB	FRA	259	740	401
4880	DUB	LHR	700	830	90
4882	DUB	LHR	900	1025	85
4884	DUB	LHR	1120	1240	80
4886	DUB	LHR	1320	1440	80
4888	DUB	LHR	1535	1650	75
1799	DUB	PHL	1315	1605	470
6322	DRO	DEN	600	717	77
6378	DRO	DEN	630	744	74
7020	DRO	DEN	630	750	80
6376	DRO	DEN	1025	1135	70
7022	DRO	DEN	1315	1435	80
6317	DRO	DEN	1325	1438	73
6324	DRO	DEN	1445	1558	73
7026	DRO	DEN	1620	1740	80
6318	DRO	DEN	1745	1856	71
7024	DRO	DEN	1745	1905	80
9259	DUS	ORD	1215	1500	585
9170	DUS	FRA	620	715	55
8929	DUS	FRA	800	855	55
8931	DUS	FRA	1030	1125	55
8923	DUS	FRA	1105	1200	55
8979	DUS	FRA	1425	1520	55
9233	DUS	LHR	700	720	80
9235	DUS	LHR	1040	1100	80
9172	DUS	MUC	710	820	70
9174	DUS	MUC	750	900	70
9176	DUS	MUC	930	1040	70
9010	DUS	MUC	1300	1410	70
9257	DUS	EWR	1000	1230	510
8869	DUS	CDG	715	825	70
4831	EDI	LHR	630	805	95
4833	EDI	LHR	855	1025	90
4835	EDI	LHR	1035	1205	90
4895	EDI	LHR	1245	1410	85
4839	EDI	LHR	1455	1615	80
4861	EDI	MAN	800	855	55
4814	EDI	MAN	840	940	60
5870	YEG	DEN	630	915	165
5868	YEG	DEN	820	1105	165
5884	YEG	DEN	1210	1455	165
5872	YEG	DEN	1450	1735	165
6862	ELP	DEN	730	920	110
6828	ELP	DEN	1250	1440	110
6850	ELP	DEN	1715	1905	110
5598	EUG	DEN	600	921	141
6858	EUG	DEN	800	1125	145
5596	EUG	DEN	1415	1736	141
6635	EUG	PDX	640	720	40
6656	EUG	PDX	955	1035	40
6658	EUG	PDX	1215	1252	37
6660	EUG	PDX	1455	1532	37
6662	EUG	PDX	1740	1816	36
6700	EUG	SFO	620	746	86
6731	EUG	SFO	820	946	86
6733	EUG	SFO	1039	1205	86
6735	EUG	SFO	1320	1446	86
6737	EUG	SFO	1535	1701	86
6739	EUG	SFO	1749	1915	86
6620	ACV	CEC	930	1000	30
6622	ACV	CEC	2115	2145	30
6619	ACV	SMF	643	740	57
6621	ACV	SMF	1825	1922	57
6714	ACV	SFO	555	700	65
6457	ACV	SFO	840	957	77
6461	ACV	SFO	1031	1145	74
6459	ACV	SFO	1229	1340	71
6463	ACV	SFO	1354	1505	71
6465	ACV	SFO	1610	1720	70
6467	ACV	SFO	1750	1903	73
7710	FAR	ORD	820	1006	106
7712	FAR	ORD	1300	1456	116
7714	FAR	ORD	1800	1953	113
6839	FAR	DEN	705	755	110
6842	FAR	DEN	1525	1614	109
5060	FMN	DEN	645	800	75
5062	FMN	DEN	1105	1220	75
5064	FMN	DEN	1615	1730	75
3566	FAY	CLT	625	715	50
3567	FAY	CLT	825	915	50
3568	FAY	CLT	940	1030	50
3570	FAY	CLT	1215	1305	50
3571	FAY	CLT	1345	1430	45
3573	FAY	CLT	1620	1710	50
3574	FAY	CLT	1805	1850	45
3575	FAY	CLT	1955	2045	50
9194	FLR	MUC	910	1025	75
3625	FLO	CLT	655	740	45
3626	FLO	CLT	1000	1045	45
3627	FLO	CLT	1320	1410	50
3628	FLO	CLT	1725	1810	45
3630	FLO	CLT	2005	2050	45
4616	PSA	MUC	750	930	100
4618	PSA	MUC	1250	1430	100
9296	FLN	POA	1035	1125	50
9297	FLN	GRU	1910	2020	70
2512	RSW	CLT	600	745	105
2402	RSW	CLT	1115	1301	106
2611	RSW	CLT	1325	1509	104
2280	RSW	CLT	1525	1709	104
3031	RSW	CLT	1715	1901	106
2589	RSW	CLT	1920	2108	108
1537	RSW	ORD	905	1059	174
1453	RSW	ORD	917	1115	178
1697	RSW	ORD	1200	1403	183
1687	RSW	ORD	1400	1603	183
2601	RSW	PHL	1150	1430	160
3032	RSW	PHL	1405	1637	152
2428	RSW	PHL	1810	2044	154
2793	RSW	PIT	820	1045	145
2723	RSW	PIT	1240	1505	145
7521	FWA	ORD	600	706	66
7519	FWA	ORD	605	711	66
7525	FWA	ORD	939	1045	66
5241	FWA	ORD	1020	1115	55
5243	FWA	ORD	1440	1535	55
7523	FWA	ORD	1755	1855	60
9293	FOR	GRU	1530	1900	210
9112	FRA	ADD	1350	2145	415
9096	FRA	ALY	2115	4401	225
9116	FRA	ALA	1130	2300	390
9150	FRA	AMM	2035	3851	250
9147	FRA	AMS	735	840	65
9161	FRA	AMS	845	950	65
9163	FRA	AMS	1245	1350	65
8831	FRA	ATL	1015	1410	595
9108	FRA	BAK	1405	2125	260
8898	FRA	BLR	1115	2359	554
8204	FRA	BKK	1505	3045	640
8990	FRA	TXL	620	725	65
8886	FRA	TXL	650	755	65
8998	FRA	TXL	815	920	65
8970	FRA	TXL	915	1020	65
8974	FRA	TXL	1025	1130	65
8976	FRA	TXL	1220	1325	65
8887	FRA	TXL	1410	1515	65
8853	FRA	BOS	1035	1240	485
8859	FRA	BOS	1745	1950	485
8880	FRA	BRE	640	735	55
9046	FRA	BRE	845	940	55
9048	FRA	BRE	1240	1335	55
8819	FRA	BRU	910	1005	55
9006	FRA	BUD	745	915	90
9072	FRA	BUD	1225	1355	90
8808	FRA	CAI	1035	1435	180
9112	FRA	CAI	1350	1750	180
9008	FRA	CAI	1420	1820	180
9130	FRA	MAA	1045	2310	535
945	FRA	ORD	830	1040	550
8825	FRA	ORD	1010	1200	530
941	FRA	ORD	1250	1505	555
8834	FRA	ORD	1710	1925	555
8924	FRA	CGN	900	940	40
8926	FRA	CGN	1315	1355	40
9012	FRA	CPH	800	925	85
9074	FRA	CPH	1650	1815	85
8864	FRA	DFW	950	1340	650
8906	FRA	DEL	1350	2751	435
8878	FRA	DEN	1320	1545	625
9196	FRA	DTW	1315	1615	540
8955	FRA	DRS	635	730	55
9050	FRA	DRS	835	930	55
9052	FRA	DRS	1235	1330	55
9110	FRA	DXB	1400	2200	360
8904	FRA	DXB	1400	2205	365
8928	FRA	DUS	725	810	45
8930	FRA	DUS	855	940	45
8932	FRA	DUS	1235	1320	45
9205	FRA	DUS	1645	1730	45
9092	FRA	GVA	745	850	65
9018	FRA	GVA	905	1010	65
9020	FRA	GVA	1300	1405	65
9068	FRA	GVA	1640	1745	65
9142	FRA	GRZ	1625	1740	75
8986	FRA	HAM	620	720	60
8934	FRA	HAM	820	920	60
8936	FRA	HAM	855	955	60
8940	FRA	HAM	1215	1315	60
8988	FRA	HAM	1405	1505	60
8942	FRA	HAJ	750	840	50
8944	FRA	HAJ	915	1005	50
8946	FRA	HAJ	1305	1355	50
9022	FRA	HEL	1335	1700	145
8866	FRA	IAH	1005	1400	655
9034	FRA	IST	905	1250	165
9126	FRA	IST	1315	1700	165
9138	FRA	JNB	2240	3250	610
8982	FRA	KTW	925	1050	85
9148	FRA	KBP	935	1300	145
9028	FRA	KWI	1310	1935	325
9002	FRA	LOS	1045	1605	380
8968	FRA	LOS	1050	1610	380
9054	FRA	LEJ	905	1000	55
9056	FRA	LEJ	1255	1350	55
8846	FRA	LIS	925	1120	175
8852	FRA	LIS	1315	1510	175
8809	FRA	LHR	725	805	100
8811	FRA	LHR	945	1025	100
8815	FRA	LHR	1225	1305	100
8817	FRA	LHR	1340	1420	100
8845	FRA	LAX	1010	1235	685
8899	FRA	LAX	1340	1605	685
8914	FRA	LYS	845	1000	75
8916	FRA	LYS	1240	1405	85
8918	FRA	LYS	1650	1805	75
9128	FRA	MLA	935	1155	140
9042	FRA	MAN	1035	1115	100
9104	FRA	MRS	935	1115	100
9114	FRA	MRS	1615	1755	100
8849	FRA	MIA	950	1330	580
9136	FRA	MXP	735	850	75
9140	FRA	MXP	845	955	70
9216	FRA	MXP	1240	1355	75
9220	FRA	MXP	1620	1735	75
9132	FRA	BOM	1340	3401	470
9178	FRA	MUC	640	735	55
8948	FRA	MUC	835	935	60
8950	FRA	MUC	915	1010	55
8952	FRA	MUC	1020	1115	55
8954	FRA	MUC	1220	1315	55
8980	FRA	MUC	1305	1400	55
8975	FRA	MUC	1545	1640	55
8841	FRA	JFK	1000	1230	510
8874	FRA	JFK	1320	1550	510
8843	FRA	JFK	1720	1930	490
8839	FRA	EWR	1330	1545	495
9200	FRA	NCE	745	915	90
9202	FRA	NCE	1215	1345	90
9204	FRA	NCE	1655	1825	90
8978	FRA	NUE	735	815	40
8956	FRA	NUE	935	1015	40
8958	FRA	NUE	1315	1355	40
8782	FRA	OSL	945	1135	110
8784	FRA	OSL	1610	1800	110
8922	FRA	CDG	845	955	70
8994	FRA	CDG	1255	1405	70
8996	FRA	CDG	1720	1830	70
9249	FRA	PHL	1325	1610	525
9250	FRA	PHX	1040	1315	695
8850	FRA	PDX	1310	1435	625
8872	FRA	OPO	855	1035	160
8972	FRA	OPO	1330	1510	160
9060	FRA	PRG	805	905	60
9062	FRA	PRG	1645	1745	60
9192	FRA	RIX	1005	1315	190
8829	FRA	SFO	1000	1210	670
901	FRA	SFO	1345	1625	700
9124	FRA	SOF	1005	1320	135
8778	FRA	ARN	945	1145	120
8780	FRA	ARN	1600	1800	120
8856	FRA	STR	640	720	40
8960	FRA	STR	910	950	40
8962	FRA	STR	1305	1345	40
8857	FRA	STR	1705	1745	40
9120	FRA	TLV	1015	1410	175
9122	FRA	TLV	2255	2650	175
9078	FRA	VCE	815	930	75
9086	FRA	VCE	1220	1335	75
9165	FRA	VCE	1710	1825	75
4603	FRA	VRN	1000	1150	110
4605	FRA	VRN	1445	1635	110
8964	FRA	VIE	830	950	80
8966	FRA	VIE	1240	1400	80
9076	FRA	VIE	1705	1825	80
9206	FRA	WAW	715	850	95
8890	FRA	WAW	1135	1310	95
8892	FRA	WAW	1625	1800	95
8832	FRA	IAD	1050	1345	535
917	FRA	IAD	1230	1520	530
8827	FRA	IAD	1320	1555	515
977	FRA	IAD	1705	1955	530
9024	FRA	ZRH	700	755	55
9030	FRA	ZRH	920	1015	55
9032	FRA	ZRH	1255	1350	55
8876	FRA	ZRH	1600	1655	55
1967	FPO	CLT	1315	1503	108
1973	FPO	PHL	1200	1420	140
6800	FAT	DEN	615	922	127
6840	FAT	DEN	808	1115	127
6856	FAT	DEN	1425	1732	127
6610	FAT	LAS	705	837	92
6602	FAT	LAS	1235	1407	92
6615	FAT	LAS	1745	1915	90
6303	FAT	LAX	550	657	67
6906	FAT	LAX	600	704	64
6080	FAT	LAX	655	802	67
6304	FAT	LAX	845	953	60
6082	FAT	LAX	850	958	60
6306	FAT	LAX	1001	1111	70
6084	FAT	LAX	1009	1119	70
6914	FAT	LAX	1030	1140	70
6308	FAT	LAX	1351	1458	67
6310	FAT	LAX	1605	1713	60
6314	FAT	LAX	1740	1847	67
6098	FAT	LAX	1840	1947	67
6317	FAT	LAX	2005	2111	66
6494	FAT	SFO	645	741	56
6702	FAT	SFO	900	948	48
6498	FAT	SFO	1108	1200	52
6591	FAT	SFO	1415	1505	50
6502	FAT	SFO	1620	1710	50
6496	FAT	SFO	1729	1810	41
6500	FAT	SFO	2020	2112	52
6307	FAT	SFO	1221	1244	23
6085	FAT	SFO	1415	1438	23
6309	FAT	SFO	1420	1443	23
1707	FLL	BDA	1205	1547	162
2420	FLL	CLT	550	745	115
2315	FLL	CLT	920	1110	110
2521	FLL	CLT	1130	1324	114
2410	FLL	CLT	1310	1503	113
2396	FLL	CLT	1450	1646	116
2536	FLL	CLT	1715	1907	112
2531	FLL	CLT	1900	2052	112
1171	FLL	ORD	900	1101	181
1507	FLL	ORD	905	1109	184
797	FLL	ORD	1355	1600	185
1289	FLL	ORD	1357	1557	180
9598	FLL	NAS	701	806	65
9605	FLL	NAS	750	855	65
9664	FLL	NAS	800	905	65
9640	FLL	NAS	835	940	65
9631	FLL	NAS	910	1015	65
9624	FLL	NAS	920	1020	60
9623	FLL	NAS	955	1100	65
9630	FLL	NAS	1010	1110	60
9595	FLL	NAS	1030	1135	65
9614	FLL	NAS	1100	1205	65
9668	FLL	NAS	1135	1240	65
9601	FLL	NAS	1205	1310	65
9596	FLL	NAS	1250	1355	65
9646	FLL	NAS	1305	1405	60
9621	FLL	NAS	1350	1455	65
9597	FLL	NAS	1446	1549	63
9604	FLL	NAS	1500	1600	60
9611	FLL	NAS	1610	1715	65
9618	FLL	NAS	1705	1810	65
9634	FLL	NAS	1735	1840	65
9607	FLL	NAS	1750	1849	59
9665	FLL	NAS	1900	2005	65
9644	FLL	NAS	2010	2116	66
2624	FLL	PHL	605	845	160
2503	FLL	PHL	955	1234	159
2582	FLL	PHL	1150	1432	162
2109	FLL	PHL	1400	1632	152
2495	FLL	PHL	1545	1823	158
2596	FLL	PHL	1800	2040	160
1752	FLL	PHL	1900	2132	152
2628	FLL	PIT	930	1206	156
2599	FLL	PIT	1235	1513	158
2570	FLL	DCA	640	858	138
2857	FLL	DCA	1205	1423	138
2677	FLL	DCA	1750	2004	134
8248	FUK	KIX	855	955	60
8280	FUK	NRT	1300	1445	105
3576	GNV	CLT	600	745	105
3577	GNV	CLT	745	930	105
3579	GNV	CLT	930	1115	105
3580	GNV	CLT	1245	1435	110
3581	GNV	CLT	1640	1830	110
5028	GCK	DEN	740	752	72
5030	GCK	DEN	1315	1327	72
5032	GCK	DEN	1848	1900	72
9322	GVA	CPH	1135	1335	120
9035	GVA	FRA	715	840	85
8875	GVA	FRA	940	1105	85
9039	GVA	FRA	1045	1210	85
9041	GVA	FRA	1440	1605	85
4612	GOA	MUC	800	940	100
4614	GOA	MUC	1200	1340	100
5040	GCC	DEN	540	705	85
5173	GCC	DEN	1115	1240	85
5044	GCC	DEN	1430	1555	85
5026	GCC	DEN	1730	1855	85
4811	GLA	LHR	630	800	90
4815	GLA	LHR	805	935	90
4817	GLA	LHR	1050	1215	85
4889	GLA	LHR	1255	1415	80
4819	GLA	LHR	1515	1635	80
4876	GLA	MAN	645	740	55
4830	GLA	MAN	945	1040	55
9333	GOT	CPH	700	745	45
9331	GOT	CPH	835	920	45
9338	GOT	CPH	945	1030	45
9351	GOT	CPH	1230	1315	45
9336	GOT	CPH	1325	1410	45
9357	GOT	LHR	645	750	125
9308	GOT	ARN	655	750	55
1957	GCM	CLT	1310	1654	164
1955	GCM	CLT	1430	1813	163
1959	GCM	PHL	1530	1959	209
5036	GRI	DEN	1443	1515	92
5035	GRI	OFK	1317	1345	28
7030	GJT	DEN	605	720	75
6816	GJT	DEN	645	750	65
6350	GJT	DEN	810	915	65
6812	GJT	DEN	1025	1130	65
5928	GJT	DEN	1035	1145	70
6352	GJT	DEN	1238	1343	65
6359	GJT	DEN	1344	1450	66
7032	GJT	DEN	1420	1535	75
6361	GJT	DEN	1625	1731	66
483	GRR	ORD	720	3111	51
1147	GRR	ORD	724	3115	51
1517	GRR	ORD	915	3306	51
1183	GRR	ORD	924	3315	51
5447	GRR	ORD	1045	3440	55
7771	GRR	ORD	1400	3755	55
5449	GRR	ORD	1540	3937	57
1573	GRR	ORD	1605	4000	55
7769	GRR	ORD	1706	4105	59
371	GRR	ORD	1845	4240	55
1203	GRR	ORD	1900	4255	55
9143	GRZ	FRA	620	745	85
9495	GRZ	VIE	850	930	40
5809	GRB	ORD	620	715	55
5805	GRB	ORD	905	1000	55
5800	GRB	ORD	1215	1310	55
5807	GRB	ORD	1510	1605	55
5803	GRB	ORD	1800	1852	52
2854	GSO	CLT	635	717	42
2880	GSO	CLT	815	903	48
2687	GSO	CLT	1030	1112	42
1739	GSO	CLT	1143	1225	42
1757	GSO	CLT	1620	1705	45
573	GSO	ORD	818	915	117
1501	GSO	ORD	820	913	113
7477	GSO	ORD	955	1103	120
7479	GSO	ORD	1250	1400	130
471	GSO	ORD	1655	1750	115
1299	GSO	ORD	1800	1859	119
7401	GSO	ORD	1912	2020	120
1916	GSO	PHL	730	854	84
1740	GSO	PHL	1520	1643	83
1883	GSO	PHL	1730	1855	85
7992	GSO	IAD	630	744	74
7962	GSO	IAD	1040	1151	71
7964	GSO	IAD	1440	1554	74
7308	GSO	IAD	1905	2018	73
3642	PGV	CLT	625	740	75
3643	PGV	CLT	800	915	75
3645	PGV	CLT	1005	1115	70
3646	PGV	CLT	1400	1515	75
3647	PGV	CLT	1555	1710	75
3648	PGV	CLT	1745	1900	75
7446	GSP	ORD	755	907	132
7548	GSP	ORD	1240	1355	135
7455	GSP	ORD	1650	1802	132
7326	GSP	IAD	1030	1152	82
7328	GSP	IAD	1430	1602	92
7330	GSP	IAD	1900	2023	83
1953	GND	PHL	1540	2031	291
4772	GDL	ORD	740	1125	225
4766	GDL	ORD	1515	1915	240
4734	GDL	LAX	745	855	190
4736	GDL	LAX	920	1030	190
4732	GDL	LAX	1340	1455	195
4752	GDL	LAX	1755	1905	190
4758	GDL	LAX	2115	2225	190
4780	GDL	OAK	1935	2120	225
4784	GDL	SFO	735	925	230
4786	GDL	SFO	1630	1825	235
4764	GDL	SJC	1755	1955	240
8292	GUM	KIX	630	900	210
888	GUA	LAX	1145	1526	281
4722	GUA	MEX	700	1000	120
4718	GUA	MEX	1540	1840	120
889	GUA	SJO	600	728	88
7074	GUC	DEN	650	755	65
7070	GUC	DEN	1030	1135	65
7130	GUC	DEN	1040	1145	65
7132	GUC	DEN	1625	1730	65
7072	GUC	DEN	1635	1740	65
8760	YHZ	BOS	745	855	130
8764	YHZ	BOS	1050	1130	100
8762	YHZ	BOS	1340	1450	130
8766	YHZ	BOS	1650	1740	110
8393	YHZ	EWR	815	917	122
8373	YHZ	EWR	1435	1537	122
8501	YHZ	YYZ	745	906	141
8407	YHZ	YYZ	1415	1536	141
8503	YHZ	YYZ	1700	1818	138
8821	HAM	BRU	705	815	70
9422	HAM	CPH	705	800	55
8915	HAM	FRA	610	725	75
9218	HAM	FRA	635	750	75
9219	HAM	FRA	705	820	75
8933	HAM	FRA	805	920	75
9045	HAM	FRA	1005	1120	75
8939	HAM	FRA	1050	1205	75
8919	HAM	FRA	1325	1440	75
8981	HAM	FRA	1410	1525	75
9221	HAM	FRA	1545	1700	75
9237	HAM	LHR	820	900	100
9239	HAM	LHR	1325	1405	100
9164	HAM	MUC	650	805	75
9166	HAM	MUC	710	830	80
9082	HAM	MUC	845	1000	75
9168	HAM	MUC	915	1030	75
8935	HAJ	FRA	605	705	60
8941	HAJ	FRA	920	1020	60
8943	HAJ	FRA	1100	1200	60
8983	HAJ	FRA	1440	1540	60
9160	HAJ	MUC	850	1000	70
2848	MDT	CLT	750	915	85
2902	MDT	CLT	1510	1632	82
1535	MDT	ORD	820	915	115
7631	MDT	ORD	1000	1104	124
7633	MDT	ORD	1155	1259	124
7635	MDT	ORD	1421	1525	124
753	MDT	ORD	1750	1849	119
1529	MDT	ORD	1755	1852	117
2912	MDT	PIT	710	806	56
2956	MDT	PIT	1605	1656	51
3001	MDT	PIT	1755	1846	51
7885	MDT	IAD	700	745	45
7887	MDT	IAD	1100	1142	42
7884	MDT	IAD	1450	1543	53
7425	MDT	IAD	1940	2023	43
2048	BDL	CLT	705	857	112
2049	BDL	CLT	935	1126	111
2329	BDL	CLT	1445	1640	115
2050	BDL	CLT	1840	2031	111
1567	BDL	ORD	600	721	141
1569	BDL	ORD	600	724	144
377	BDL	ORD	730	857	147
1449	BDL	ORD	740	903	143
115	BDL	ORD	930	1056	146
355	BDL	ORD	935	1058	143
1581	BDL	ORD	1210	1337	147
1111	BDL	ORD	1220	1343	143
7649	BDL	ORD	1426	1553	147
1589	BDL	ORD	1720	1848	148
1057	BDL	ORD	1905	2035	150
1435	BDL	ORD	1915	2045	150
2349	BDL	PHL	605	711	66
2253	BDL	PHL	710	819	60
2249	BDL	PHL	1120	1231	71
2255	BDL	PHL	1530	1639	60
2274	BDL	PHL	1700	1814	74
2144	BDL	PIT	630	756	86
2167	BDL	PIT	945	1111	86
2143	BDL	PIT	1520	1646	86
2168	BDL	PIT	1805	1931	86
7241	BDL	IAD	615	736	81
7243	BDL	IAD	1030	1148	78
235	BDL	IAD	1440	1604	84
1455	BDL	IAD	1442	1615	93
7244	BDL	IAD	1845	2007	82
7010	HDN	DEN	655	758	63
7100	HDN	DEN	715	818	63
7012	HDN	DEN	1022	1125	63
7102	HDN	DEN	1037	1140	63
7014	HDN	DEN	1342	1445	63
5066	HYS	DEN	725	750	85
5068	HYS	DEN	1540	1605	85
9361	HEL	CPH	840	920	100
9360	HEL	CPH	1315	1415	120
9401	HEL	CPH	1750	1830	100
9047	HEL	FRA	930	1110	160
9049	HEL	FRA	1420	1600	160
9099	HEL	MUC	745	945	180
9311	HEL	ARN	930	3325	55
4949	ITO	HNL	634	720	46
4943	ITO	HNL	835	921	46
4917	ITO	HNL	930	1016	46
4947	ITO	HNL	1120	1206	46
4974	ITO	HNL	1705	1752	47
4957	ITO	HNL	1830	1916	46
4935	ITO	HNL	1855	1941	46
4959	ITO	HNL	2015	2101	46
8202	SGN	BKK	2105	2230	85
8262	SGN	NRT	2335	3130	355
896	HKG	ORD	1240	1400	860
838	HKG	DEN	915	1624	1260
806	HKG	EWR	1130	2141	1331
806	HKG	SFO	1130	3230	720
838	HKG	NRT	915	1425	250
838	HKG	IAD	915	2052	1417
9567	HNL	AKL	5	3115	550
44	HNL	DEN	2230	3252	382
4946	HNL	ITO	1005	1055	50
4922	HNL	ITO	1250	1340	50
4944	HNL	ITO	1455	1545	50
4904	HNL	ITO	1540	1630	50
4942	HNL	ITO	1715	1805	50
4958	HNL	ITO	1900	1950	50
4906	HNL	OGG	900	935	35
4970	HNL	OGG	925	1000	35
4908	HNL	OGG	1030	1105	35
4972	HNL	OGG	1130	1205	35
4936	HNL	OGG	1200	1235	35
4910	HNL	OGG	1300	1335	35
4954	HNL	OGG	1330	1405	35
4916	HNL	OGG	1505	1540	35
4918	HNL	OGG	1525	1600	35
4914	HNL	OGG	1550	1625	35
4956	HNL	OGG	1630	1705	35
4964	HNL	OGG	1700	1735	35
4950	HNL	OGG	1800	1835	35
4966	HNL	OGG	1830	1905	35
4988	HNL	JHM	1145	1217	32
4992	HNL	JHM	1415	1447	32
4996	HNL	JHM	1640	1712	32
4900	HNL	KOA	915	955	40
4952	HNL	KOA	945	1025	40
4924	HNL	KOA	1135	1215	40
4930	HNL	KOA	1255	1335	40
4940	HNL	KOA	1325	1405	40
4926	HNL	KOA	1525	1605	40
4948	HNL	KOA	1700	1740	40
4902	HNL	KOA	1810	1850	40
4976	HNL	KOA	1850	1930	40
4986	HNL	LNY	1125	1155	30
4990	HNL	LNY	1310	1340	30
4994	HNL	LNY	1520	1550	30
4998	HNL	LNY	1915	1945	30
4903	HNL	LIH	940	1015	35
4979	HNL	LIH	1000	1035	35
4933	HNL	LIH	1300	1335	35
4965	HNL	LIH	1426	1501	35
4909	HNL	LIH	1505	1540	35
4937	HNL	LIH	1615	1650	35
4901	HNL	LIH	1645	1720	35
4923	HNL	LIH	1835	1910	35
58	HNL	LAX	800	1615	315
52	HNL	LAX	1245	2100	315
54	HNL	LAX	2050	2852	302
56	HNL	LAX	2205	3020	315
833	HNL	KIX	920	3655	515
954	HNL	SFO	700	1457	297
60	HNL	SFO	1325	2117	292
62	HNL	SFO	2130	2917	287
64	HNL	SFO	2335	3130	295
8489	HNL	SYD	35	3110	635
827	HNL	NRT	940	3655	495
8225	HNL	NRT	1030	3755	505
8640	HNL	YVR	100	935	335
8457	IAH	YYC	735	1041	246
8465	IAH	YYC	1345	1651	246
2801	IAH	CLT	600	921	141
2816	IAH	CLT	805	1132	147
2701	IAH	CLT	1155	1525	150
2891	IAH	CLT	1720	2044	144
1006	IAH	ORD	730	955	145
428	IAH	ORD	740	1001	141
1202	IAH	ORD	1000	1227	147
468	IAH	ORD	1008	1235	147
446	IAH	ORD	1224	1500	156
1278	IAH	ORD	1246	1515	149
356	IAH	ORD	1430	1657	147
1204	IAH	ORD	1432	1705	153
1218	IAH	ORD	1735	2005	150
748	IAH	ORD	1745	2015	150
1626	IAH	ORD	1845	2117	152
1427	IAH	DEN	645	805	140
1589	IAH	DEN	700	817	137
391	IAH	DEN	845	1003	138
1217	IAH	DEN	1200	1321	141
729	IAH	DEN	1455	1617	142
1441	IAH	DEN	1455	1620	145
1221	IAH	DEN	1720	1844	144
1285	IAH	DEN	1720	1848	148
